EMPRESA;id;PUBLICACION;MES;DIA;ANIO;hora;numreactions;numcomments;numshares;numlikes;numloves;numwows;numhahas;numsads;numangrys
EMPRESAD;5,26471E+14;video;3;28;2014;8.07;330;18;0;330;0;0;0;0;0
EMPRESAD;5,26047E+14;video;3;27;2014;9.45;1325;30;2;1325;0;0;0;0;0
EMPRESAD;5,25161E+14;video;3;25;2014;12.31;1923;234;5;1923;0;0;0;0;0
EMPRESAD;5,23648E+14;video;3;22;2014;8.44;1467;107;1;1467;0;0;0;0;0
EMPRESAD;5,23609E+14;video;3;22;2014;6.38;1989;36;5;1989;0;0;0;0;0
EMPRESAD;5,23531E+14;video;3;22;2014;0.54;779;9;0;779;0;0;0;0;0
EMPRESAD;5,23509E+14;video;3;21;2014;23.26;626;9;0;626;0;0;0;0;0
EMPRESAD;5,23248E+14;video;3;21;2014;9.38;493;14;2;493;0;0;0;0;0
EMPRESAD;5,21824E+14;video;3;18;2014;5.19;2520;64;33;2520;0;0;0;0;0
EMPRESAD;5,2066E+14;video;3;16;2014;9.41;273;10;0;273;0;0;0;0;0
EMPRESAD;5,2044E+14;video;3;16;2014;1.19;2613;50;3;2613;0;0;0;0;0
EMPRESAD;5,20488E+14;video;3;15;2014;15.12;2137;44;3;2137;0;0;0;0;0
EMPRESAD;5,20116E+14;video;3;15;2014;7.49;665;9;1;665;0;0;0;0;0
EMPRESAD;5,20055E+14;video;3;15;2014;5.40;3919;77;12;3919;0;0;0;0;0
EMPRESAD;5,19608E+14;video;3;14;2014;5.59;4094;61;6;4094;0;0;0;0;0
EMPRESAD;5,19101E+14;video;3;13;2014;2.20;2836;48;7;2836;0;0;0;0;0
EMPRESAD;5,18645E+14;video;3;12;2014;1.09;562;5;1;562;0;0;0;0;0
EMPRESAD;5,18626E+14;video;3;11;2014;23.48;767;26;2;767;0;0;0;0;0
EMPRESAD;5,18232E+14;video;3;11;2014;5.12;722;9;1;722;0;0;0;0;0
EMPRESAD;5,18121E+14;link;3;10;2014;22.34;37;0;0;37;0;0;0;0;0
EMPRESAD;5,17845E+14;video;3;10;2014;9.58;637;8;1;637;0;0;0;0;0
EMPRESAD;5,1782E+14;video;3;10;2014;8.56;1347;13;1;1347;0;0;0;0;0
EMPRESAD;5,17818E+14;video;3;10;2014;8.49;922;5;0;922;0;0;0;0;0
EMPRESAD;5,17772E+14;video;3;10;2014;6.12;108;6;2;108;0;0;0;0;0
EMPRESAD;5,17754E+14;video;3;10;2014;5.42;685;10;2;685;0;0;0;0;0
EMPRESAD;5,17701E+14;video;3;10;2014;4.06;450;4;0;450;0;0;0;0;0
EMPRESAD;5,17361E+14;video;3;9;2014;10.17;353;0;3;353;0;0;0;0;0
EMPRESAD;5,17351E+14;video;3;9;2014;9.50;458;3;0;458;0;0;0;0;0
EMPRESAD;5,17213E+14;video;3;9;2014;2.14;2669;23;2;2669;0;0;0;0;0
EMPRESAD;5,17174E+14;video;3;8;2014;23.22;371;3;1;371;0;0;0;0;0
EMPRESAD;5,1717E+14;video;3;8;2014;23.04;973;8;1;973;0;0;0;0;0
EMPRESAD;5,16897E+14;video;3;8;2014;10.16;778;24;2;778;0;0;0;0;0
EMPRESAD;5,16868E+14;video;3;8;2014;9.25;551;2;0;551;0;0;0;0;0
EMPRESAD;5,1685E+14;video;3;8;2014;8.36;501;4;0;501;0;0;0;0;0
EMPRESAD;5,16839E+14;video;3;8;2014;8.07;493;17;1;493;0;0;0;0;0
EMPRESAD;5,16697E+14;video;3;7;2014;23.42;306;7;1;306;0;0;0;0;0
EMPRESAD;5,16017E+14;video;3;6;2014;11.15;405;6;1;405;0;0;0;0;0
EMPRESAD;5,15918E+14;video;3;6;2014;6.32;497;8;0;497;0;0;0;0;0
EMPRESAD;5,15914E+14;video;3;6;2014;6.16;782;11;0;782;0;0;0;0;0
EMPRESAD;5,15908E+14;video;3;6;2014;5.51;367;7;0;367;0;0;0;0;0
EMPRESAD;5,15903E+14;video;3;6;2014;5.29;500;16;0;500;0;0;0;0;0
EMPRESAD;5,15899E+14;video;3;6;2014;5.15;426;9;2;426;0;0;0;0;0
EMPRESAD;5,15134E+14;video;3;4;2014;10.52;880;24;1;880;0;0;0;0;0
EMPRESAD;5,15131E+14;video;3;4;2014;10.45;716;28;0;716;0;0;0;0;0
EMPRESAD;5,15022E+14;video;3;4;2014;5.50;461;17;1;461;0;0;0;0;0
EMPRESAD;5,14986E+14;video;3;4;2014;3.17;244;6;0;244;0;0;0;0;0
EMPRESAD;5,14571E+14;video;3;3;2014;10.09;589;18;1;589;0;0;0;0;0
EMPRESAD;5,14388E+14;video;3;2;2014;23.38;321;6;0;321;0;0;0;0;0
EMPRESAD;5,14388E+14;video;3;2;2014;23.37;396;10;0;396;0;0;0;0;0
EMPRESAD;5,14172E+14;video;3;2;2014;13.40;350;5;0;350;0;0;0;0;0
EMPRESAD;5,14028E+14;photo;3;2;2014;6.52;164;5;0;164;0;0;0;0;0
EMPRESAD;5,13944E+14;video;3;2;2014;1.42;718;20;0;718;0;0;0;0;0
EMPRESAD;5,13122E+14;video;2;28;2014;13.49;196;12;0;196;0;0;0;0;0
EMPRESAD;5,12925E+14;video;2;28;2014;5.55;849;25;1;849;0;0;0;0;0
EMPRESAD;5,11575E+14;video;2;25;2014;12.09;109;6;3;109;0;0;0;0;0
EMPRESAD;5,10894E+14;video;2;24;2014;6.05;413;7;2;413;0;0;0;0;0
EMPRESAD;5,10442E+14;video;2;23;2014;8.52;395;16;0;395;0;0;0;0;0
EMPRESAD;5,10436E+14;video;2;23;2014;8.36;425;12;0;425;0;0;0;0;0
EMPRESAD;5,10429E+14;video;2;23;2014;8.16;688;8;0;688;0;0;0;0;0
EMPRESAD;5,10422E+14;video;2;23;2014;8.04;313;6;0;313;0;0;0;0;0
EMPRESAD;5,10352E+14;video;2;23;2014;5.26;399;34;4;399;0;0;0;0;0
EMPRESAD;5,1029E+14;video;2;23;2014;1.54;714;46;5;714;0;0;0;0;0
EMPRESAD;5,10253E+14;video;2;22;2014;23.42;576;17;3;576;0;0;0;0;0
EMPRESAD;5,09782E+14;video;2;22;2014;1.46;462;15;0;462;0;0;0;0;0
EMPRESAD;5,09191E+14;photo;2;21;2014;0.04;41;2;0;41;0;0;0;0;0
EMPRESAD;5,09287E+14;video;2;20;2014;20.12;469;17;0;469;0;0;0;0;0
EMPRESAD;5,07438E+14;photo;2;17;2014;10.29;17;2;0;17;0;0;0;0;0
EMPRESAD;5,07435E+14;photo;2;17;2014;10.24;6;0;0;6;0;0;0;0;0
EMPRESAD;2,62549E+14;photo;2;17;2014;9.16;344;10;0;344;0;0;0;0;0
EMPRESAD;5,06882E+14;video;2;15;2014;18.46;621;16;8;621;0;0;0;0;0
EMPRESAD;5,06336E+14;video;2;15;2014;0;603;13;1;603;0;0;0;0;0
EMPRESAD;5,05902E+14;video;2;14;2014;3.19;530;13;0;530;0;0;0;0;0
EMPRESAD;3,26883E+14;photo;2;14;2014;3.07;211;2;0;211;0;0;0;0;0
EMPRESAD;5,05634E+14;video;2;13;2014;14.25;327;6;6;327;0;0;0;0;0
EMPRESAD;5,05898E+14;video;2;13;2014;12.09;505;21;11;505;0;0;0;0;0
EMPRESAD;5,05445E+14;video;2;13;2014;6.53;424;6;0;424;0;0;0;0;0
EMPRESAD;5,05425E+14;video;2;13;2014;5.26;514;10;2;514;0;0;0;0;0
EMPRESAD;5,05106E+14;video;2;12;2014;11.54;412;17;0;412;0;0;0;0;0
EMPRESAD;5,05043E+14;video;2;12;2014;9.20;150;4;0;150;0;0;0;0;0
EMPRESAD;5,04952E+14;video;2;12;2014;5.40;233;4;0;233;0;0;0;0;0
EMPRESAD;5,039E+14;video;2;10;2014;0;906;22;3;906;0;0;0;0;0
EMPRESAD;5,02893E+14;video;2;8;2014;0;800;26;2;800;0;0;0;0;0
EMPRESAD;5,01679E+14;video;2;5;2014;12.01;279;10;0;279;0;0;0;0;0
EMPRESAD;5,00621E+14;video;2;3;2014;5.07;715;18;6;715;0;0;0;0;0
EMPRESAD;5,00605E+14;video;2;2;2014;14.08;969;46;4;969;0;0;0;0;0
EMPRESAD;4,99715E+14;video;2;1;2014;11.02;489;23;11;489;0;0;0;0;0
EMPRESAD;4,99534E+14;video;2;1;2014;1.18;294;25;3;294;0;0;0;0;0
EMPRESAD;4,99176E+14;video;1;31;2014;9.02;437;31;0;437;0;0;0;0;0
EMPRESAD;4,98728E+14;photo;1;30;2014;8.30;219;8;0;219;0;0;0;0;0
EMPRESAD;4,98092E+14;video;1;29;2014;5.28;267;9;0;267;0;0;0;0;0
EMPRESAD;4,97635E+14;video;1;28;2014;5.22;321;12;2;321;0;0;0;0;0
EMPRESAD;4,97631E+14;video;1;28;2014;5.07;190;3;0;190;0;0;0;0;0
EMPRESAD;4,97617E+14;video;1;28;2014;4.26;318;14;0;318;0;0;0;0;0
EMPRESAD;4,97601E+14;video;1;28;2014;3.23;246;17;1;246;0;0;0;0;0
EMPRESAD;4,97767E+14;video;1;28;2014;0;327;9;0;327;0;0;0;0;0
EMPRESAD;4,97604E+14;video;1;28;2014;0;417;6;0;417;0;0;0;0;0
EMPRESAD;4,97271E+14;video;1;27;2014;10.21;317;5;0;317;0;0;0;0;0
EMPRESAD;4,97079E+14;video;1;26;2014;23.53;340;11;0;340;0;0;0;0;0
EMPRESAD;4,96736E+14;video;1;26;2014;10.42;385;12;0;385;0;0;0;0;0
EMPRESAD;4,96722E+14;video;1;26;2014;10.14;543;5;0;543;0;0;0;0;0
EMPRESAD;4,96603E+14;video;1;26;2014;4.53;981;32;6;981;0;0;0;0;0
EMPRESAD;4,96556E+14;video;1;26;2014;1.47;308;5;0;308;0;0;0;0;0
EMPRESAD;4,95442E+14;video;1;24;2014;6.51;425;5;1;425;0;0;0;0;0
EMPRESAD;4,94491E+14;video;1;21;2014;23.26;542;9;0;542;0;0;0;0;0
EMPRESAD;4,94159E+14;video;1;21;2014;6.47;254;2;0;254;0;0;0;0;0
EMPRESAD;4,93771E+14;video;1;20;2014;9.59;325;36;0;325;0;0;0;0;0
EMPRESAD;4,93759E+14;video;1;20;2014;9.37;287;9;0;287;0;0;0;0;0
EMPRESAD;4,93144E+14;video;1;19;2014;2.37;247;8;0;247;0;0;0;0;0
EMPRESAD;4,9081E+14;video;1;14;2014;0;273;7;0;273;0;0;0;0;0
EMPRESAD;4,90116E+14;video;1;12;2014;12.10;396;30;1;396;0;0;0;0;0
EMPRESAD;4,89777E+14;video;1;12;2014;8.16;241;2;0;241;0;0;0;0;0
EMPRESAD;4,89742E+14;video;1;12;2014;6.24;204;1;0;204;0;0;0;0;0
EMPRESAD;4,89741E+14;video;1;12;2014;6.22;199;6;1;199;0;0;0;0;0
EMPRESAD;4,89273E+14;photo;1;12;2014;0.49;6;0;0;6;0;0;0;0;0
EMPRESAD;4,89628E+14;video;1;11;2014;23.52;421;10;2;421;0;0;0;0;0
EMPRESAD;4,89229E+14;video;1;11;2014;2.10;240;7;0;240;0;0;0;0;0
EMPRESAD;4,89232E+14;video;1;11;2014;0;479;18;1;479;0;0;0;0;0
EMPRESAD;4,88904E+14;video;1;10;2014;9.38;282;7;0;282;0;0;0;0;0
EMPRESAD;4,88859E+14;video;1;10;2014;7.34;107;1;2;107;0;0;0;0;0
EMPRESAD;4,88854E+14;video;1;10;2014;7.25;258;5;0;258;0;0;0;0;0
EMPRESAD;4,88372E+14;video;1;8;2014;12.43;799;31;4;799;0;0;0;0;0
EMPRESAD;4,88037E+14;video;1;8;2014;10.08;157;9;3;157;0;0;0;0;0
EMPRESAD;4,87952E+14;video;1;8;2014;7.58;358;19;1;358;0;0;0;0;0
EMPRESAD;4,8789E+14;photo;1;8;2014;3.36;45;1;0;45;0;0;0;0;0
EMPRESAD;4,87881E+14;video;1;8;2014;2.40;155;2;0;155;0;0;0;0;0
EMPRESAD;4,87752E+14;video;1;7;2014;23.15;328;21;5;328;0;0;0;0;0
EMPRESAD;4,87297E+14;video;1;6;2014;13.15;271;6;0;271;0;0;0;0;0
EMPRESAD;4,8681E+14;video;1;5;2014;14.29;202;10;1;202;0;0;0;0;0
EMPRESAD;4,868E+14;video;1;5;2014;13.42;249;7;1;249;0;0;0;0;0
EMPRESAD;4,86434E+14;video;1;5;2014;9.23;460;31;1;460;0;0;0;0;0
EMPRESAD;4,84017E+14;video;12;31;2013;23.38;100;0;0;100;0;0;0;0;0
EMPRESAD;4,84017E+14;video;12;31;2013;23.37;101;2;1;101;0;0;0;0;0
EMPRESAD;4,83772E+14;video;12;31;2013;11.36;258;7;0;258;0;0;0;0;0
EMPRESAD;4,83748E+14;video;12;31;2013;10.36;152;5;0;152;0;0;0;0;0
EMPRESAD;4,83629E+14;photo;12;31;2013;4.16;87;3;0;87;0;0;0;0;0
EMPRESAD;4,82215E+14;photo;12;28;2013;6.29;46;4;0;46;0;0;0;0;0
EMPRESAD;4,81676E+14;photo;12;27;2013;7.12;63;0;0;63;0;0;0;0;0
EMPRESAD;4,81554E+14;video;12;26;2013;23.29;271;3;1;271;0;0;0;0;0
EMPRESAD;4,81286E+14;video;12;26;2013;10.06;126;5;2;126;0;0;0;0;0
EMPRESAD;4,81096E+14;video;12;25;2013;23.52;175;6;0;175;0;0;0;0;0
EMPRESAD;4,81093E+14;video;12;25;2013;23.38;47;0;1;47;0;0;0;0;0
EMPRESAD;4,80761E+14;photo;12;25;2013;7.48;42;0;0;42;0;0;0;0;0
EMPRESAD;4,8076E+14;photo;12;25;2013;7.45;53;1;0;53;0;0;0;0;0
EMPRESAD;4,8033E+14;photo;12;24;2013;9.12;100;1;1;100;0;0;0;0;0
EMPRESAD;4,8028E+14;photo;12;24;2013;6.39;41;1;0;41;0;0;0;0;0
EMPRESAD;4,8028E+14;photo;12;24;2013;6.38;34;0;0;34;0;0;0;0;0
EMPRESAD;4,79297E+14;video;12;22;2013;2.32;238;4;0;238;0;0;0;0;0
EMPRESAD;4,79277E+14;video;12;22;2013;0.50;223;3;1;223;0;0;0;0;0
EMPRESAD;4,79242E+14;photo;12;21;2013;22.08;75;0;0;75;0;0;0;0;0
EMPRESAD;4,78825E+14;photo;12;20;2013;23.53;101;1;0;101;0;0;0;0;0
EMPRESAD;4,78493E+14;photo;12;20;2013;6.01;51;0;0;51;0;0;0;0;0
EMPRESAD;4,78155E+14;photo;12;19;2013;9.54;77;3;0;77;0;0;0;0;0
EMPRESAD;4,78008E+14;video;12;19;2013;1.22;1190;12;1;1190;0;0;0;0;0
EMPRESAD;4,7799E+14;photo;12;19;2013;0.01;9;0;0;9;0;0;0;0;0
EMPRESAD;4,77646E+14;photo;12;18;2013;9.36;134;3;0;134;0;0;0;0;0
EMPRESAD;4,7759E+14;photo;12;18;2013;6.56;72;0;0;72;0;0;0;0;0
EMPRESAD;4,7748E+14;video;12;18;2013;0.14;188;6;0;188;0;0;0;0;0
EMPRESAD;4,77048E+14;video;12;17;2013;3.27;221;2;0;221;0;0;0;0;0
EMPRESAD;4,7667E+14;video;12;16;2013;10.07;221;3;0;221;0;0;0;0;0
EMPRESAD;4,76543E+14;photo;12;16;2013;3.21;94;3;0;94;0;0;0;0;0
EMPRESAD;4,76491E+14;video;12;15;2013;23.14;82;3;0;82;0;0;0;0;0
EMPRESAD;4,76119E+14;photo;12;15;2013;9.11;216;8;0;216;0;0;0;0;0
EMPRESAD;4,76045E+14;video;12;15;2013;5.04;110;0;0;110;0;0;0;0;0
EMPRESAD;4,75622E+14;video;12;14;2013;10.09;348;0;0;348;0;0;0;0;0
EMPRESAD;4,75608E+14;video;12;14;2013;9.36;225;13;0;225;0;0;0;0;0
EMPRESAD;4,75559E+14;photo;12;14;2013;7.11;80;1;0;80;0;0;0;0;0
EMPRESAD;4,75121E+14;photo;12;13;2013;8.10;91;6;0;91;0;0;0;0;0
EMPRESAD;4,75121E+14;photo;12;13;2013;8.09;184;11;0;184;0;0;0;0;0
EMPRESAD;4,75097E+14;video;12;13;2013;6.41;562;0;0;562;0;0;0;0;0
EMPRESAD;4,75047E+14;photo;12;13;2013;3.37;184;0;0;184;0;0;0;0;0
EMPRESAD;4,74605E+14;photo;12;12;2013;4.08;190;2;0;190;0;0;0;0;0
EMPRESAD;4,73703E+14;video;12;10;2013;8.33;360;23;2;360;0;0;0;0;0
EMPRESAD;4,73216E+14;video;12;9;2013;8.27;57;0;0;57;0;0;0;0;0
EMPRESAD;4,72275E+14;photo;12;7;2013;7.45;102;4;0;102;0;0;0;0;0
EMPRESAD;4,72108E+14;photo;12;7;2013;0.09;152;2;0;152;0;0;0;0;0
EMPRESAD;4,71541E+14;photo;12;5;2013;22.44;263;14;0;263;0;0;0;0;0
EMPRESAD;4,71375E+14;video;12;5;2013;13.36;62;1;0;62;0;0;0;0;0
EMPRESAD;4,71256E+14;video;12;5;2013;8.49;126;18;0;126;0;0;0;0;0
EMPRESAD;4,70649E+14;photo;12;4;2013;1.34;114;3;0;114;0;0;0;0;0
EMPRESAD;4,70337E+14;photo;12;3;2013;7.58;187;9;0;187;0;0;0;0;0
EMPRESAD;4,70305E+14;photo;12;3;2013;5.51;58;7;0;58;0;0;0;0;0
EMPRESAD;4,70305E+14;photo;12;3;2013;5.50;46;3;0;46;0;0;0;0;0
EMPRESAD;4,68712E+14;photo;11;30;2013;3.18;183;4;0;183;0;0;0;0;0
EMPRESAD;4,67771E+14;photo;11;27;2013;20.57;99;11;0;99;0;0;0;0;0
EMPRESAD;4,6777E+14;photo;11;27;2013;20.56;51;0;0;51;0;0;0;0;0
EMPRESAD;4,66572E+14;photo;11;25;2013;6.24;92;6;0;92;0;0;0;0;0
EMPRESAD;4,66571E+14;photo;11;25;2013;6.21;103;6;0;103;0;0;0;0;0
EMPRESAD;4,66503E+14;photo;11;25;2013;1.22;326;9;0;326;0;0;0;0;0
EMPRESAD;4,64387E+14;photo;11;20;2013;9.56;113;2;0;113;0;0;0;0;0
EMPRESAD;4,64235E+14;photo;11;20;2013;0.24;61;0;0;61;0;0;0;0;0
EMPRESAD;4,64231E+14;photo;11;20;2013;0.16;76;3;0;76;0;0;0;0;0
EMPRESAD;4,64231E+14;photo;11;20;2013;0.15;66;1;0;66;0;0;0;0;0
EMPRESAD;4,63942E+14;video;11;19;2013;10.01;638;34;9;638;0;0;0;0;0
EMPRESAD;4,63762E+14;video;11;19;2013;0.02;154;0;0;154;0;0;0;0;0
EMPRESAD;4,63761E+14;video;11;18;2013;23.53;95;9;3;95;0;0;0;0;0
EMPRESAD;4,63758E+14;photo;11;18;2013;23.39;29;0;0;29;0;0;0;0;0
EMPRESAD;4,63755E+14;photo;11;18;2013;23.22;71;2;1;71;0;0;0;0;0
EMPRESAD;4,63322E+14;video;11;18;2013;2.28;813;6;0;813;0;0;0;0;0
EMPRESAD;4,63308E+14;video;11;18;2013;1.32;506;44;7;506;0;0;0;0;0
EMPRESAD;4,63262E+14;photo;11;17;2013;22;68;7;0;68;0;0;0;0;0
EMPRESAD;4,62915E+14;video;11;17;2013;8.16;174;11;0;174;0;0;0;0;0
EMPRESAD;4,62856E+14;photo;11;17;2013;4.55;105;4;0;105;0;0;0;0;0
EMPRESAD;4,62854E+14;photo;11;17;2013;4.44;179;11;0;179;0;0;0;0;0
EMPRESAD;4,62437E+14;video;11;16;2013;0;191;6;0;191;0;0;0;0;0
EMPRESAD;4,623E+14;video;11;15;2013;22.45;203;3;1;203;0;0;0;0;0
EMPRESAD;4,62288E+14;photo;11;15;2013;21.53;277;52;2;277;0;0;0;0;0
EMPRESAD;4,62273E+14;video;11;15;2013;20.59;62;2;0;62;0;0;0;0;0
EMPRESAD;4,6198E+14;video;11;15;2013;5.41;200;6;0;200;0;0;0;0;0
EMPRESAD;4,61656E+14;photo;11;14;2013;10.47;339;30;0;339;0;0;0;0;0
EMPRESAD;4,60793E+14;video;11;12;2013;10.29;178;10;1;178;0;0;0;0;0
EMPRESAD;4,60744E+14;photo;11;12;2013;8.07;23;0;0;23;0;0;0;0;0
EMPRESAD;4,60784E+14;video;11;11;2013;19.09;65;11;0;65;0;0;0;0;0
EMPRESAD;4,60369E+14;video;11;11;2013;9.39;250;7;6;250;0;0;0;0;0
EMPRESAD;4,59306E+14;photo;11;8;2013;21.50;59;0;0;59;0;0;0;0;0
EMPRESAD;4,5809E+14;video;11;6;2013;11.12;110;12;3;110;0;0;0;0;0
EMPRESAD;4,5808E+14;video;11;6;2013;10.37;147;13;2;147;0;0;0;0;0
EMPRESAD;4,57991E+14;photo;11;6;2013;6.26;62;6;0;62;0;0;0;0;0
EMPRESAD;4,57595E+14;video;11;5;2013;9.46;686;53;3;686;0;0;0;0;0
EMPRESAD;4,57488E+14;video;11;5;2013;5.09;351;5;2;351;0;0;0;0;0
EMPRESAD;4,57436E+14;video;11;5;2013;1.29;215;12;1;215;0;0;0;0;0
EMPRESAD;4,57144E+14;video;11;4;2013;10.25;100;6;6;100;0;0;0;0;0
EMPRESAD;4,57143E+14;video;11;4;2013;10.16;131;1;1;131;0;0;0;0;0
EMPRESAD;4,57041E+14;video;11;4;2013;6.10;560;22;12;560;0;0;0;0;0
EMPRESAD;4,56468E+14;video;11;3;2013;2.51;374;9;16;374;0;0;0;0;0
EMPRESAD;4,56407E+14;video;11;2;2013;23.42;559;22;7;559;0;0;0;0;0
EMPRESAD;4,56161E+14;video;11;2;2013;10.32;169;6;5;169;0;0;0;0;0
EMPRESAD;4,56092E+14;video;11;2;2013;7.39;473;9;9;473;0;0;0;0;0
EMPRESAD;4,56092E+14;video;11;2;2013;7.37;58;2;4;58;0;0;0;0;0
EMPRESAD;4,56091E+14;video;11;2;2013;7.35;164;4;9;164;0;0;0;0;0
EMPRESAD;4,56062E+14;video;11;2;2013;5.51;614;24;21;614;0;0;0;0;0
EMPRESAD;4,56029E+14;video;11;2;2013;3.57;211;2;4;211;0;0;0;0;0
EMPRESAD;4,56029E+14;video;11;2;2013;3.55;129;9;3;129;0;0;0;0;0
EMPRESAD;4,56029E+14;video;11;2;2013;3.55;155;5;9;155;0;0;0;0;0
EMPRESAD;4,56029E+14;video;11;2;2013;3.53;438;14;19;438;0;0;0;0;0
EMPRESAD;4,55958E+14;video;11;1;2013;23.55;304;20;24;304;0;0;0;0;0
EMPRESAD;4,55947E+14;video;11;1;2013;23.44;116;2;10;116;0;0;0;0;0
EMPRESAD;4,5564E+14;video;11;1;2013;8.39;135;1;2;135;0;0;0;0;0
EMPRESAD;4,55396E+14;photo;11;1;2013;1.06;115;9;0;115;0;0;0;0;0
EMPRESAD;4,55014E+14;photo;10;31;2013;6.39;128;3;0;128;0;0;0;0;0
EMPRESAD;4,54682E+14;photo;10;30;2013;11.20;128;3;0;128;0;0;0;0;0
EMPRESAD;4,54082E+14;photo;10;29;2013;8.07;55;4;4;55;0;0;0;0;0
EMPRESAD;4,52889E+14;photo;10;26;2013;21.14;109;1;0;109;0;0;0;0;0
EMPRESAD;4,52513E+14;photo;10;26;2013;7.09;58;0;0;58;0;0;0;0;0
EMPRESAD;4,52487E+14;photo;10;26;2013;5.28;83;0;0;83;0;0;0;0;0
EMPRESAD;4,52487E+14;photo;10;26;2013;5.27;164;6;0;164;0;0;0;0;0
EMPRESAD;4,52415E+14;video;10;26;2013;0.14;210;9;0;210;0;0;0;0;0
EMPRESAD;4,51909E+14;video;10;25;2013;3.24;133;17;5;133;0;0;0;0;0
EMPRESAD;4,51633E+14;video;10;24;2013;12.36;91;6;6;91;0;0;0;0;0
EMPRESAD;4,51493E+14;video;10;24;2013;10.13;226;13;0;226;0;0;0;0;0
EMPRESAD;4,51487E+14;video;10;24;2013;9.56;50;3;0;50;0;0;0;0;0
EMPRESAD;4,51428E+14;video;10;24;2013;7.32;243;0;0;243;0;0;0;0;0
EMPRESAD;4,51359E+14;video;10;23;2013;14.33;113;15;0;113;0;0;0;0;0
EMPRESAD;4,50982E+14;video;10;23;2013;11.49;243;5;5;243;0;0;0;0;0
EMPRESAD;4,50981E+14;video;10;23;2013;11.45;141;1;1;141;0;0;0;0;0
EMPRESAD;4,5096E+14;video;10;23;2013;10.32;130;0;5;130;0;0;0;0;0
EMPRESAD;4,50453E+14;video;10;22;2013;10.28;65;2;4;65;0;0;0;0;0
EMPRESAD;4,49875E+14;photo;10;21;2013;2.28;3;3;0;3;0;0;0;0;0
EMPRESAD;4,49377E+14;photo;10;20;2013;2.48;75;3;0;75;0;0;0;0;0
EMPRESAD;4,48916E+14;video;10;19;2013;3.42;45;0;1;45;0;0;0;0;0
EMPRESAD;4,48588E+14;video;10;18;2013;11.46;177;14;4;177;0;0;0;0;0
EMPRESAD;4,48455E+14;photo;10;18;2013;7.08;45;1;0;45;0;0;0;0;0
EMPRESAD;4,48374E+14;photo;10;18;2013;3.05;93;8;0;93;0;0;0;0;0
EMPRESAD;4,48351E+14;video;10;18;2013;2;73;0;2;73;0;0;0;0;0
EMPRESAD;4,48322E+14;photo;10;18;2013;0.15;82;5;0;82;0;0;0;0;0
EMPRESAD;4,48566E+14;video;10;17;2013;21.39;89;17;1;89;0;0;0;0;0
EMPRESAD;4,47941E+14;video;10;17;2013;9.29;52;5;3;52;0;0;0;0;0
EMPRESAD;4,47938E+14;video;10;17;2013;9.22;52;5;3;52;0;0;0;0;0
EMPRESAD;4,47768E+14;photo;10;17;2013;1.41;32;1;0;32;0;0;0;0;0
EMPRESAD;4,47763E+14;photo;10;17;2013;1.14;140;18;0;140;0;0;0;0;0
EMPRESAD;4,47736E+14;photo;10;16;2013;23.32;113;5;0;113;0;0;0;0;0
EMPRESAD;4,47408E+14;video;10;16;2013;12.09;1201;86;3;1201;0;0;0;0;0
EMPRESAD;4,47396E+14;video;10;16;2013;11.41;1145;22;4;1145;0;0;0;0;0
EMPRESAD;4,47395E+14;video;10;16;2013;11.36;107;5;5;107;0;0;0;0;0
EMPRESAD;4,47386E+14;photo;10;16;2013;11.14;27;5;0;27;0;0;0;0;0
EMPRESAD;4,47349E+14;photo;10;16;2013;10.16;101;9;0;101;0;0;0;0;0
EMPRESAD;4,47357E+14;video;10;15;2013;21.01;160;8;3;160;0;0;0;0;0
EMPRESAD;4,45405E+14;video;10;13;2013;7.40;197;20;2;197;0;0;0;0;0
EMPRESAD;4,45368E+14;photo;10;13;2013;6.30;70;3;0;70;0;0;0;0;0
EMPRESAD;4,45286E+14;video;10;13;2013;2.20;88;11;1;88;0;0;0;0;0
EMPRESAD;4,4528E+14;photo;10;13;2013;1.49;22;1;0;22;0;0;0;0;0
EMPRESAD;4,44891E+14;video;10;12;2013;10.21;265;5;0;265;0;0;0;0;0
EMPRESAD;4,44608E+14;photo;10;11;2013;20.57;73;4;7;73;0;0;0;0;0
EMPRESAD;3,26883E+14;photo;10;11;2013;8.23;211;2;0;211;0;0;0;0;0
EMPRESAD;4,44047E+14;video;10;11;2013;6.03;165;9;0;165;0;0;0;0;0
EMPRESAD;4,43965E+14;video;10;11;2013;1.47;190;6;1;190;0;0;0;0;0
EMPRESAD;4,43948E+14;video;10;11;2013;0;83;1;0;83;0;0;0;0;0
EMPRESAD;4,43532E+14;photo;10;10;2013;10.25;51;1;0;51;0;0;0;0;0
EMPRESAD;4,43486E+14;video;10;10;2013;8.49;386;15;14;386;0;0;0;0;0
EMPRESAD;4,43354E+14;video;10;10;2013;0;135;14;0;135;0;0;0;0;0
EMPRESAD;4,43307E+14;video;10;9;2013;22.38;273;35;2;273;0;0;0;0;0
EMPRESAD;4,43086E+14;video;10;9;2013;12.43;87;25;4;87;0;0;0;0;0
EMPRESAD;4,42862E+14;video;10;9;2013;0.40;240;30;2;240;0;0;0;0;0
EMPRESAD;4,42488E+14;photo;10;8;2013;7.26;47;1;0;47;0;0;0;0;0
EMPRESAD;4,42101E+14;video;10;7;2013;10.35;23;7;16;23;0;0;0;0;0
